spi,method,signature,status,adapter,caller_evidence,deletion_gate
EventCRFDao,findAll,Collection findAll(),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:34:        when(filterRepository.findAll()).thenReturn(List.of(f1, f2));; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:45:        when(filterRepository.findAll()).thenReturn(List.of());; app/src/test/java/org/researchedc/module/filter/internal/adapter/FilterDaoAdapterTest.java:75:        ArrayList filters = (ArrayList) adapter.findAll();; app/src/test/java/org/researchedc/module/audit/service/DatabaseChangeLogServiceTest.java:20:        when(port.findAll()).thenReturn(List.of(dto));; app/src/test/java/org/researchedc/module/audit/service/DatabaseChangeLogServiceTest.java:27:        verify(port).findAll();; app/src/test/java/org/researchedc/module/audit/internal/adapter/DatabaseChangeLogAdapterTest.java:31:        when(dao.findAll()).thenReturn(new ArrayList<>(List.of(bean)));; app/src/test/java/org/researchedc/module/audit/internal/adapter/DatabaseChangeLogAdapterTest.java:35:        List<DatabaseChangeLogDTO> result = adapter.findAll();; app/src/test/java/org/researchedc/module/rule/service/RuleServiceTest.java:47:        when(ruleSetRepository.findAll()).thenReturn(List.of(rs1, rs2));",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAll,Collection findAll(String strOrderByColumn; boolean blnAscendingSort; String strSearchPhrase),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:34:        when(filterRepository.findAll()).thenReturn(List.of(f1, f2));; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:45:        when(filterRepository.findAll()).thenReturn(List.of());; app/src/test/java/org/researchedc/module/filter/internal/adapter/FilterDaoAdapterTest.java:75:        ArrayList filters = (ArrayList) adapter.findAll();; app/src/test/java/org/researchedc/module/audit/service/DatabaseChangeLogServiceTest.java:20:        when(port.findAll()).thenReturn(List.of(dto));; app/src/test/java/org/researchedc/module/audit/service/DatabaseChangeLogServiceTest.java:27:        verify(port).findAll();; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:66:    public Collection<ItemDataBean> findAll();; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:68:    public Collection findAll(String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:17:    Collection findAll();",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllByPermission,Collection findAllByPermission(Object objCurrentUser; int intActionType; String strOrderByColumn; boolean blnAscendingSort; String strSearchPhrase),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapter.java:75:    public Collection findAllByPermission(Object objCurrentUser, int intActionType,; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapter.java:81:    public Collection findAllByPermission(Object objCurrentUser, int intActionType) {; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyParameterValueDaoAdapter.java:170:    public Collection findAllByPermission(Object objCurrentUser, int intActionType,; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyParameterValueDaoAdapter.java:173:        log.warn(""findAllByPermission(5 args) not implemented; returning empty"");; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyParameterValueDaoAdapter.java:179:    public Collection findAllByPermission(Object objCurrentUser, int intActionType) {; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyParameterValueDaoAdapter.java:180:        log.warn(""findAllByPermission(2 args) not implemented; returning empty"");; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:76:    public Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:78:    public Collection findAllByPermission(Object objCurrentUser, int intActionType);",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllByPermission,Collection findAllByPermission(Object objCurrentUser; int intActionType),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:76:    public Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:78:    public Collection findAllByPermission(Object objCurrentUser, int intActionType);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:19:    Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:20:    Collection findAllByPermission(Object objCurrentUser, int intActionType);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:31:    Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:32:    Collection findAllByPermission(Object objCurrentUser, int intActionType);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:31:    public Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:33:    public Collection findAllByPermission(Object objCurrentUser, int intActionType);",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,getEntityFromHashMap,Object getEntityFromHashMap(HashMap hm),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,app/src/test/java/org/researchedc/module/discrepancynote/internal/adapter/DiscrepancyNoteDaoAdapterTest.java:203:        DiscrepancyNoteBean bean = (DiscrepancyNoteBean) adapter.getEntityFromHashMap(row);; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:58:    public Object getEntityFromHashMap(HashMap hm);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:34:    Object getEntityFromHashMap(HashMap hm);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:43:    Object getEntityFromHashMap(HashMap hm);; app/src/test/java/org/researchedc/module/rule/internal/adapter/RuleDaoAdapterTest.java:176:        RuleBean bean = (RuleBean) adapter.getEntityFromHashMap(row);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:21:    public Object getEntityFromHashMap(HashMap hm);; shared/src/main/java/org/researchedc/dao/spi/IItemFormMetadataDAO.java:19:    public Object getEntityFromHashMap(HashMap hm);; shared/src/main/java/org/researchedc/dao/spi/ICrfVersionDAO.java:20:    public Object getEntityFromHashMap(HashMap hm);,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllByStudyEvent,ArrayList findAllByStudyEvent(StudyEventBean studyEvent),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,app/src/test/java/org/researchedc/module/audit/internal/adapter/AuditStudySubjectEventAdapterTest.java:147:        when(eventCrfDao.findAllByStudyEvent(event)).thenReturn(new ArrayList<>(List.of(eventCrf)));; app/src/main/java/org/researchedc/module/audit/internal/adapter/AuditStudySubjectEventAdapter.java:152:        List<AuditEventCrfDTO> eventCrfs = eventCrfDao.findAllByStudyEvent(bean); app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:121:    public ArrayList findAllByStudyEvent(StudyEventBean studyEvent) {; shared/src/main/java/org/researchedc/service/DiscrepancyNoteUtil.java:156:            eventCRFBeans = getEventCrfDao(dataSource).findAllByStudyEvent(studyEventBean);; shared/src/main/java/org/researchedc/service/DiscrepancyNoteUtil.java:246:            eventCRFBeans = getEventCrfDao(dataSource).findAllByStudyEvent(studyEventBean);; shared/src/main/java/org/researchedc/service/DiscrepancyNoteUtil.java:396:            eventCRFBeans = getEventCrfDao(dataSource).findAllByStudyEvent(studyEventBean);; shared/src/main/java/org/researchedc/bean/extract/ExtractBean.java:1202:        // ArrayList events = ecrfdao.findAllByStudyEvent(se);,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllByStudyEventAndStatus,ArrayList findAllByStudyEventAndStatus(StudyEventBean studyEvent; Status status),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/test/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapterTest.java:97:        ArrayList result = adapter.findAllByStudyEventAndStatus(studyEvent, Status.AVAILABLE);; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:126:    public ArrayList findAllByStudyEventAndStatus(StudyEventBean studyEvent, Status status) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllByStudySubject,ArrayList<EventCRFBean> findAllByStudySubject(int studySubjectId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,app/src/test/java/org/researchedc/module/audit/internal/adapter/AuditStudySubjectEventAdapterTest.java:145:        when(studyEventDao.findAllByStudySubject(studySubject)).thenReturn(new ArrayList<>(List.of(event)));; shared/src/main/java/org/researchedc/dao/spi/IStudyEventDAO.java:50:    ArrayList findAllByStudySubject(StudySubjectBean ssb);; app/src/main/java/org/researchedc/module/audit/internal/adapter/AuditStudySubjectEventAdapter.java:87:        List<AuditStudyEventDTO> events = studyEventDao.findAllByStudySubject(studySubject); app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:254:    public ArrayList findAllByStudySubject(StudySubjectBean ssb) {; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:132:    public ArrayList<EventCRFBean> findAllByStudySubject(int studySubjectId) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllByStudyEventAndCrfOrCrfVersionOid,ArrayList findAllByStudyEventAndCrfOrCrfVersionOid(StudyEventBean studyEvent; String crfVersionOrCrfOID),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/test/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapterTest.java:110:        ArrayList result = adapter.findAllByStudyEventAndCrfOrCrfVersionOid(studyEvent, ""5"");; app/src/test/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapterTest.java:121:        ArrayList result = adapter.findAllByStudyEventAndCrfOrCrfVersionOid(studyEvent, ""CV_1"");; shared/src/main/java/org/researchedc/logic/rulerunner/CrfBulkRuleRunner.java:63:            (EventCRFBean) getEventCrfDao().findAllByStudyEventAndCrfOrCrfVersionOid(studyEvent,; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:137:    public ArrayList findAllByStudyEventAndCrfOrCrfVersionOid(StudyEventBean studyEvent, String crfVersionOrCrfOID) {; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:607:                    getEventCRFDAO().findAllByStudyEventAndCrfOrCrfVersionOid(studyEventBeanA, getExpressionService().getCrfOid(expression));",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllByStudyEventInParticipantForm,ArrayList<EventCRFBean> findAllByStudyEventInParticipantForm(StudyEventBean studyEvent; int sed_Id; int studyId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:147:    public ArrayList<EventCRFBean> findAllByStudyEventInParticipantForm(StudyEventBean studyEvent,",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllByStudyEventDefinition,ArrayList<EventCRFBean> findAllByStudyEventDefinition(int sed_Id; int studyId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:153:    public ArrayList<EventCRFBean> findAllByStudyEventDefinition(int sed_Id, int studyId) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllByCRF,ArrayList findAllByCRF(int crfId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/ICrfVersionDAO.java:26:    public Collection findAllByCRF(int crfId);; shared/src/main/java/org/researchedc/dao/spi/EventDefinitionCRFDao.java:30:    Collection findAllByCRF(int crfId);; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:158:    public ArrayList findAllByCRF(int crfId) {; app/src/main/java/org/researchedc/module/event/internal/adapter/EventDefinitionCrfDaoAdapter.java:133:    public Collection findAllByCRF(int crfId) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/CrfVersionDaoAdapter.java:100:    public Collection findAllByCRF(int crfId) {; shared/src/main/java/org/researchedc/service/rule/RuleSetService.java:753:                        crfVersions = (List<CRFVersionBean>) getCrfVersionDao().findAllByCRF(crf.getId());; shared/src/main/java/org/researchedc/service/rule/RuleSetService.java:765:                        crfVersions = (List<CRFVersionBean>) getCrfVersionDao().findAllByCRF(crf.getId());,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllByCRFVersion,ArrayList findAllByCRFVersion(int versionId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:163:    public ArrayList findAllByCRFVersion(int versionId) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllStudySubjectByCRFVersion,ArrayList findAllStudySubjectByCRFVersion(int versionId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:168:    public ArrayList findAllStudySubjectByCRFVersion(int versionId) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findUndeletedWithStudySubjectsByCRFVersion,ArrayList findUndeletedWithStudySubjectsByCRFVersion(int versionId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,app/src/test/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapterTest.java:175:        ArrayList result = adapter.findUndeletedWithStudySubjectsByCRFVersion(5);; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:173:    public ArrayList findUndeletedWithStudySubjectsByCRFVersion(int versionId) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findByEventSubjectVersion,ArrayList findByEventSubjectVersion(StudyEventBean studyEvent; StudySubjectBean studySubject; CRFVersionBean crfVersion),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/test/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapterTest.java:137:        ArrayList result = adapter.findByEventSubjectVersion(studyEvent, studySubject, version);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:122:     * findByEventSubjectVersion method in EventCRFDao. May return more than one, hmm.; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:169:                        ArrayList<EventCRFBean> eventCrfBeans = eventCrfDAO.findByEventSubjectVersion(studyEventBean, studySubjectBean, crfVersionBean);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:294:                        ArrayList<EventCRFBean> eventCrfBeans = eventCrfDAO.findByEventSubjectVersion(studyEventBean, studySubjectBean, crfVersionBean);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:363:                        ArrayList<EventCRFBean> eventCrfBeans = eventCrfDAO.findByEventSubjectVersion(studyEventBean, studySubjectBean, crfVersionBean);; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:182:    public ArrayList findByEventSubjectVersion(StudyEventBean studyEvent, StudySubjectBean studySubject,; app/src/main/java/org/researchedc/control/submit/ImportCRFInfoContainer.java:108:                        ArrayList<EventCRFBean> eventCrfBeans = eventCrfDAO.findByEventSubjectVersion(studyEventBean, studySubjectBean, crfVersionBean);",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findByEventCrfVersion,EventCRFBean findByEventCrfVersion(StudyEventBean studyEvent; CRFVersionBean crfVersion),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:483:                    EventCRFBean eventCRFBean = eventCRFDAO.findByEventCrfVersion(studyEvent, crfVersion);; app/src/test/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapterTest.java:152:        EventCRFBean bean = adapter.findByEventCrfVersion(studyEvent, version);; app/src/test/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapterTest.java:165:        assertNull(adapter.findByEventCrfVersion(studyEvent, version));; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:189:    public EventCRFBean findByEventCrfVersion(StudyEventBean studyEvent, CRFVersionBean crfVersion) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findByCrfVersion,ArrayList<EventCRFBean> findByCrfVersion(CRFVersionBean crfVersion),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemGroupMetadataDAO.java:43:    public List<ItemGroupMetadataBean> findByCrfVersion(Integer crfVersionId);; shared/src/main/java/org/researchedc/service/rule/expression/ExpressionService.java:850:                List<ItemGroupMetadataBean> itemGroupMetadataBeans = getItemGroupMetadataDao().findByCrfVersion(; app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupMetadataDaoAdapter.java:133:    public List<ItemGroupMetadataBean> findByCrfVersion(Integer crfVersionId) {; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:198:    public ArrayList<EventCRFBean> findByCrfVersion(CRFVersionBean crfVersion) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,delete,void delete(int eventCRFId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:181:        verify(studyRepository).delete(existing);; app/src/main/java/org/researchedc/module/study/service/StudyService.java:114:        studyRepository.delete(entity);; app/src/test/java/org/researchedc/module/legacy/LegacyGatewayContractTest.java:611:            mockMvc.perform(delete(""/api/legacy/crfs/versions/1"")); app/src/test/java/org/researchedc/module/legacy/LegacyGatewayContractTest.java:620:            mockMvc.perform(delete(""/api/legacy/crfs/versions/99"")); app/src/main/java/org/researchedc/module/study/domain/StudyPolicy.java:70:            errors.add(""Cannot delete a study that has sites assigned to it. Remove all sites first."");; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:72:    public void delete(int itemDataId);; shared/src/main/java/org/researchedc/dao/spi/DynamicsItemGroupMetadataDao.java:15:    void delete(int eventCrfId);; shared/src/main/java/org/researchedc/dao/spi/ICrfVersionDAO.java:46:    public void delete(int id);",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,setSDVStatus,void setSDVStatus(boolean sdvStatus; int userId; int eventCRFId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:209:    public void setSDVStatus(boolean sdvStatus, int userId, int eventCRFId) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,markComplete,void markComplete(EventCRFBean ecb; boolean ide),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:214:    public void markComplete(EventCRFBean ecb, boolean ide) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,updateCRFVersionID,void updateCRFVersionID(int event_crf_id; int crf_version_id; int user_id),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:219:    public void updateCRFVersionID(int event_crf_id, int crf_version_id, int user_id) {; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:224:    public void updateCRFVersionID(int event_crf_id, int crf_version_id, int user_id, java.sql.Connection con) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,updateCRFVersionID,void updateCRFVersionID(int event_crf_id; int crf_version_id; int user_id; java.sql.Connection con),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:219:    public void updateCRFVersionID(int event_crf_id, int crf_version_id, int user_id) {; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:224:    public void updateCRFVersionID(int event_crf_id, int crf_version_id, int user_id, java.sql.Connection con) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findByEventSubjectCRFid,ArrayList findByEventSubjectCRFid(StudyEventBean studyEvent; StudySubjectBean studySubject; CRFVersionBean crfVersion),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:178:                        	eventCrfBeans = eventCrfDAO.findByEventSubjectCRFid(studyEventBean, studySubjectBean, crfVersionBean);; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:228:    public ArrayList findByEventSubjectCRFid(StudyEventBean studyEvent, StudySubjectBean studySubject,; app/src/main/java/org/researchedc/control/submit/ImportCRFInfoContainer.java:116:                        	eventCrfBeans = eventCrfDAO.findByEventSubjectCRFid(studyEventBean, studySubjectBean, crfVersionBean);",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findByEventCrfID,EventCRFBean findByEventCrfID(StudyEventBean studyEvent; CRFVersionBean crfVersion),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:491:                    	eventCRFBean = eventCRFDAO.findByEventCrfID(studyEvent, crfVersion);; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:235:    public EventCRFBean findByEventCrfID(StudyEventBean studyEvent, CRFVersionBean crfVersion) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,buildEventCrfListByStudyEvent,Map<Integer; SortedSet<EventCRFBean>> buildEventCrfListByStudyEvent(Integer studySubjectId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:244:    public Map<Integer, SortedSet<EventCRFBean>> buildEventCrfListByStudyEvent(Integer studySubjectId) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,buildNonEmptyEventCrfIds,Set<Integer> buildNonEmptyEventCrfIds(Integer studySubjectId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:249:    public Set<Integer> buildNonEmptyEventCrfIds(Integer studySubjectId) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventCRFDao,findAllCRFMigrationReportList,List<EventCRFBean> findAllCRFMigrationReportList(CRFVersionBean sourceCrfVersionBean; CRFVersionBean targetCrfVersionBean; ArrayList<String> studyEventDefnlist; ArrayList<String> sitelist),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:254:    public List<EventCRFBean> findAllCRFMigrationReportList(CRFVersionBean sourceCrfVersionBean,",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
EventCRFDao,countEventCRFsByEventNameSubjectLabel,Integer countEventCRFsByEventNameSubjectLabel(String eventName; String subjectLabel),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:262:    public Integer countEventCRFsByEventNameSubjectLabel(String eventName, String subjectLabel) {",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
EventCRFDao,findByPKAndStudy,AuditableEntityBean findByPKAndStudy(int id; StudyBean study),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"shared/src/main/java/org/researchedc/dao/spi/IStudyEventDefinitionDAO.java:16:    AuditableEntityBean findByPKAndStudy(int id, StudyBean study);; shared/src/main/java/org/researchedc/dao/spi/IStudyEventDAO.java:41:    AuditableEntityBean findByPKAndStudy(int id, StudyBean study);; shared/src/main/java/org/researchedc/dao/rule/RuleSetRuleDAO.java:53:        this.findByPKAndStudyName = ""findByPKAndStudy"";; shared/src/main/java/org/researchedc/dao/core/AuditableEntityDAO.java:171:    public AuditableEntityBean findByPKAndStudy(int id, StudyBean study) {; app/src/test/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapterTest.java:90:        StudyEventDefinitionBean bean = (StudyEventDefinitionBean) adapter.findByPKAndStudy(7, study);; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:207:    public AuditableEntityBean findByPKAndStudy(int id, StudyBean study) {; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:267:    public AuditableEntityBean findByPKAndStudy(int id, StudyBean study) {; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java:46:    public AuditableEntityBean findByPKAndStudy(int id, StudyBean study) {",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
EventCRFDao,isQuerySuccessful,boolean isQuerySuccessful(),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"shared/src/main/java/org/researchedc/dao/spi/IUserAccountDAO.java:51:    boolean isQuerySuccessful();; shared/src/main/java/org/researchedc/dao/spi/IDiscrepancyNoteDAO.java:66:    boolean isQuerySuccessful();; shared/src/main/java/org/researchedc/dao/rule/RuleSetRuleDAO.java:166:        if (isQuerySuccessful()) {; shared/src/main/java/org/researchedc/dao/rule/RuleSetRuleDAO.java:183:        if (isQuerySuccessful()) {; shared/src/main/java/org/researchedc/dao/rule/RuleSetRuleDAO.java:207:            if (isQuerySuccessful()) {; shared/src/main/java/org/researchedc/dao/rule/RuleSetRuleAuditDAO.java:175:        if (isQuerySuccessful()) {; shared/src/main/java/org/researchedc/dao/core/EntityDAO.java:44: * isQuerySuccessful() is <code>true</code> if; shared/src/main/java/org/researchedc/dao/core/EntityDAO.java:45: * the query was successful, <code>false</code> otherwise. - If isQuerySuccessful returns <code>false</code>",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
EventCRFDao,countEventCRFsByStudySubject,Integer countEventCRFsByStudySubject(int studySubjectId; int studyId; int parentStudyId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:277:    public Integer countEventCRFsByStudySubject(int studySubjectId, int studyId, int parentStudyId) {",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
